Date,Time,Voltage,SC_Current
15/10/2019,5:3:12,15.29,0.03
15/10/2019,5:6:12,16.10,0.04
15/10/2019,5:9:12,16.67,0.06
15/10/2019,5:12:12,17.09,0.07
15/10/2019,5:15:11,17.40,0.09
15/10/2019,5:18:11,17.66,0.11
15/10/2019,5:21:11,17.87,0.12
15/10/2019,5:24:11,18.06,0.13
15/10/2019,5:27:11,18.24,0.15
15/10/2019,5:30:10,18.40,0.18
15/10/2019,5:33:10,18.55,0.19
15/10/2019,5:36:10,18.69,0.20
15/10/2019,5:39:10,18.83,0.24
15/10/2019,5:42:10,18.99,0.27
15/10/2019,5:45:9,19.12,0.29
15/10/2019,5:48:9,19.23,0.32
15/10/2019,5:51:9,19.36,0.35
15/10/2019,5:54:9,19.48,0.40
15/10/2019,5:57:9,19.60,0.45
15/10/2019,6:0:9,19.68,0.47
15/10/2019,6:3:8,19.77,0.52
15/10/2019,6:6:8,19.81,0.55
15/10/2019,6:9:8,19.85,0.59
15/10/2019,6:12:8,19.89,0.63
15/10/2019,6:15:8,19.92,0.65
15/10/2019,6:18:7,19.94,0.68
15/10/2019,6:21:7,19.98,0.72
15/10/2019,6:24:7,20.02,0.74
15/10/2019,6:27:7,20.04,0.77
15/10/2019,6:30:7,20.04,0.78
15/10/2019,6:33:6,20.03,0.79
15/10/2019,6:36:6,20.00,0.79
15/10/2019,6:39:6,19.89,0.73
15/10/2019,6:42:6,19.94,0.75
15/10/2019,6:45:6,19.96,0.76
15/10/2019,6:48:5,19.86,0.70
15/10/2019,6:51:5,19.83,0.70
15/10/2019,6:54:5,19.88,0.73
15/10/2019,6:57:5,19.81,0.71
15/10/2019,7:0:5,19.99,0.82
15/10/2019,7:3:5,20.03,0.87
15/10/2019,7:6:4,19.99,0.85
15/10/2019,7:9:4,19.93,0.82
15/10/2019,7:12:4,19.89,0.78
15/10/2019,7:15:4,20.01,0.89
15/10/2019,7:18:4,20.07,0.91
15/10/2019,7:21:3,20.27,1.12
15/10/2019,7:24:3,20.17,1.03
15/10/2019,7:27:3,20.33,1.23
15/10/2019,7:30:3,20.41,1.37
15/10/2019,7:33:3,20.46,1.46
15/10/2019,7:36:2,20.47,1.56
15/10/2019,7:39:2,20.48,1.66
15/10/2019,7:42:2,20.41,1.66
15/10/2019,7:45:2,20.33,1.56
15/10/2019,7:48:2,20.30,1.46
15/10/2019,7:51:2,20.36,1.53
15/10/2019,7:54:1,20.54,1.86
15/10/2019,7:57:1,20.38,1.65
15/10/2019,8:0:1,20.48,1.80
15/10/2019,8:3:1,20.59,2.06
15/10/2019,8:6:1,20.86,2.96
15/10/2019,8:9:0,20.68,2.87
15/10/2019,8:12:0,20.55,2.70
15/10/2019,8:15:0,20.62,2.99
15/10/2019,8:18:0,20.32,2.37
15/10/2019,8:21:0,20.26,2.04
15/10/2019,8:23:59,20.23,1.84
15/10/2019,8:26:59,20.17,1.64
15/10/2019,8:29:59,20.56,2.34
15/10/2019,8:32:59,20.42,1.98
15/10/2019,8:35:59,20.45,2.11
15/10/2019,8:38:58,20.58,2.71
15/10/2019,8:41:58,20.54,2.78
15/10/2019,8:44:58,20.42,2.54
15/10/2019,8:47:58,20.53,2.98
15/10/2019,8:50:58,20.62,3.40
15/10/2019,8:53:58,20.33,2.65
15/10/2019,8:56:57,20.35,2.68
15/10/2019,8:59:57,20.44,2.93
15/10/2019,9:2:57,20.36,2.64
15/10/2019,9:5:57,20.44,2.80
15/10/2019,9:8:57,20.75,3.99
15/10/2019,9:11:56,20.59,4.28
15/10/2019,9:14:56,20.59,4.79
15/10/2019,9:17:56,20.44,4.85
15/10/2019,9:20:56,20.36,4.85
15/10/2019,9:23:56,20.39,4.85
15/10/2019,9:26:55,20.35,4.71
15/10/2019,9:29:55,20.20,3.83
15/10/2019,9:32:55,19.94,2.66
15/10/2019,9:35:55,20.18,3.05
15/10/2019,9:38:55,20.30,3.35
15/10/2019,9:41:55,20.32,3.18
15/10/2019,9:44:54,20.42,2.98
15/10/2019,9:47:54,20.38,2.75
15/10/2019,9:50:54,20.54,3.45
15/10/2019,9:53:54,20.42,3.09
15/10/2019,9:56:54,20.44,3.14
15/10/2019,9:59:53,20.44,3.24
15/10/2019,10:2:53,20.46,3.40
15/10/2019,10:5:53,20.51,3.71
15/10/2019,10:8:53,20.41,3.70
15/10/2019,10:11:53,20.42,4.47
15/10/2019,10:14:52,20.43,4.83
15/10/2019,10:17:52,20.34,4.55
15/10/2019,10:20:52,20.26,4.02
15/10/2019,10:23:52,20.21,3.78
15/10/2019,10:26:52,20.63,5.24
15/10/2019,10:29:52,20.15,4.13
15/10/2019,10:32:51,19.83,2.53
15/10/2019,10:35:51,19.67,1.87
15/10/2019,10:38:51,19.85,1.84
15/10/2019,10:41:51,19.98,1.68
15/10/2019,10:44:51,20.22,2.05
15/10/2019,10:47:50,20.27,2.31
15/10/2019,10:50:50,19.99,1.82
15/10/2019,10:53:50,20.17,2.09
15/10/2019,10:56:50,20.38,2.76
15/10/2019,10:59:50,20.59,4.07
15/10/2019,11:2:50,20.72,5.18
15/10/2019,11:5:49,20.00,2.72
15/10/2019,11:8:49,19.85,2.96
15/10/2019,11:11:49,19.83,2.48
15/10/2019,11:14:49,20.06,2.42
15/10/2019,11:17:49,20.01,2.13
15/10/2019,11:20:48,21.29,6.82
15/10/2019,11:23:48,20.59,4.71
15/10/2019,11:26:48,20.12,4.53
15/10/2019,11:29:48,19.82,3.25
15/10/2019,11:32:48,19.95,2.57
15/10/2019,11:35:47,20.23,2.90
15/10/2019,11:38:47,20.65,4.35
15/10/2019,11:41:47,20.77,5.64
15/10/2019,11:44:47,20.29,4.27
15/10/2019,11:47:47,20.41,-0.00
15/10/2019,11:50:47,20.15,0.00
15/10/2019,11:53:46,20.32,0.00
15/10/2019,11:56:46,20.08,0.00
15/10/2019,11:59:46,19.26,-0.00
15/10/2019,12:2:46,20.51,7.34
15/10/2019,12:5:46,20.16,-0.00
15/10/2019,12:8:45,20.26,6.52
15/10/2019,12:11:45,20.15,0.00
15/10/2019,12:14:45,19.59,2.50
15/10/2019,12:17:45,20.48,5.73
15/10/2019,12:20:45,19.49,1.91
15/10/2019,12:23:45,19.99,2.54
15/10/2019,12:26:44,20.61,5.18
15/10/2019,12:29:44,20.29,3.97
15/10/2019,12:32:44,20.23,3.52
15/10/2019,12:35:44,20.38,3.57
15/10/2019,12:38:44,20.40,3.51
15/10/2019,12:41:43,20.21,2.69
15/10/2019,12:44:43,20.67,3.61
15/10/2019,12:47:43,20.72,4.56
15/10/2019,12:50:43,20.70,5.09
15/10/2019,12:53:43,20.38,4.33
15/10/2019,12:56:42,20.42,4.60
15/10/2019,12:59:42,20.20,3.96
15/10/2019,13:2:42,20.15,3.71
15/10/2019,13:5:42,19.78,2.70
15/10/2019,13:8:42,20.22,3.44
15/10/2019,13:11:42,19.80,2.19
15/10/2019,13:14:41,20.33,3.09
15/10/2019,13:17:41,20.34,3.27
15/10/2019,13:20:41,19.74,1.90
15/10/2019,13:23:41,19.99,1.93
15/10/2019,13:26:41,20.56,3.74
15/10/2019,13:29:40,20.61,4.14
15/10/2019,13:32:40,20.43,4.30
15/10/2019,13:35:40,20.51,4.82
15/10/2019,13:38:40,20.46,4.29
15/10/2019,13:41:40,20.41,4.95
15/10/2019,13:44:40,20.48,5.07
15/10/2019,13:47:39,20.46,4.83
15/10/2019,13:50:39,19.48,1.62
15/10/2019,13:53:39,20.61,4.55
15/10/2019,13:56:39,20.45,4.12
15/10/2019,13:59:39,20.35,3.70
15/10/2019,14:2:38,20.46,4.06
15/10/2019,14:5:38,20.46,4.11
15/10/2019,14:8:38,19.18,1.14
15/10/2019,14:11:38,20.60,3.83
15/10/2019,14:14:38,20.35,3.80
15/10/2019,14:17:37,20.40,3.65
15/10/2019,14:20:37,20.35,3.57
15/10/2019,14:23:37,20.35,3.38
15/10/2019,14:26:37,20.34,3.35
15/10/2019,14:29:37,20.31,3.29
15/10/2019,14:32:37,20.28,3.23
15/10/2019,14:35:36,20.27,2.99
15/10/2019,14:38:36,19.12,0.89
15/10/2019,14:41:36,20.48,2.92
15/10/2019,14:44:36,20.28,2.72
15/10/2019,14:47:36,20.49,3.24
15/10/2019,14:50:35,20.29,2.85
15/10/2019,14:53:35,19.34,0.97
15/10/2019,14:56:35,19.43,0.88
15/10/2019,14:59:35,19.65,0.92
15/10/2019,15:2:35,20.76,2.79
15/10/2019,15:5:35,20.59,2.81
15/10/2019,15:8:34,20.40,2.39
15/10/2019,15:11:34,20.22,1.71
15/10/2019,15:14:34,20.43,2.53
15/10/2019,15:17:34,20.47,2.71
15/10/2019,15:20:34,20.34,2.47
15/10/2019,15:23:33,20.10,1.90
15/10/2019,15:26:33,19.47,0.94
15/10/2019,15:29:33,19.67,0.94
15/10/2019,15:32:33,20.39,1.75
15/10/2019,15:35:33,20.31,1.73
15/10/2019,15:38:32,20.25,1.68
15/10/2019,15:41:32,20.25,1.66
15/10/2019,15:44:32,20.27,1.65
15/10/2019,15:47:32,20.23,1.58
15/10/2019,15:50:32,20.11,1.38
15/10/2019,15:53:32,19.97,1.16
15/10/2019,15:56:31,19.87,1.01
15/10/2019,15:59:31,19.61,0.77
15/10/2019,16:2:31,19.43,0.62
15/10/2019,16:5:31,19.43,0.59
15/10/2019,16:8:31,19.13,0.44
15/10/2019,16:11:30,19.48,0.56
15/10/2019,16:14:30,19.13,0.41
15/10/2019,16:17:30,18.68,0.28
15/10/2019,16:20:30,18.46,0.22
15/10/2019,16:23:30,18.18,0.19
15/10/2019,16:26:30,17.91,0.15
15/10/2019,16:29:29,17.74,0.14
15/10/2019,16:32:29,17.59,0.12
15/10/2019,16:35:29,17.31,0.11
15/10/2019,16:38:29,16.69,0.07
15/10/2019,16:41:29,15.64,0.05
15/10/2019,16:44:28,14.08,0.03
15/10/2019,16:47:28,12.05,0.02
15/10/2019,16:50:28,9.08,0.01
15/10/2019,16:53:28,6.21,0.01
15/10/2019,16:56:28,3.29,-0.00
15/10/2019,16:59:27,1.54,0.00
15/10/2019,17:2:27,0.70,0.01
15/10/2019,17:5:27,0.29,0.02
15/10/2019,17:8:27,0.10,-0.00
15/10/2019,17:11:27,0.02,0.01
15/10/2019,17:14:27,0.00,0.00
15/10/2019,17:17:26,0.00,-0.00
15/10/2019,17:20:26,0.00,0.00
15/10/2019,17:23:26,0.00,0.00
15/10/2019,17:26:26,0.00,-0.01
15/10/2019,17:29:26,0.00,0.00
15/10/2019,17:32:25,0.00,0.00
15/10/2019,17:35:25,0.00,0.01
15/10/2019,17:38:25,0.00,-0.00
15/10/2019,17:41:25,0.00,0.00
15/10/2019,17:44:25,0.00,0.00
15/10/2019,17:47:24,0.00,0.01
15/10/2019,17:50:24,0.00,0.01
15/10/2019,17:53:24,0.00,0.00
15/10/2019,17:56:24,0.00,0.01
15/10/2019,17:59:24,0.00,-0.00
15/10/2019,18:2:24,0.00,0.01
15/10/2019,18:5:23,0.00,-0.01
15/10/2019,18:8:23,0.00,0.01
15/10/2019,18:11:23,0.00,0.01
15/10/2019,18:14:23,0.00,0.00
15/10/2019,18:17:23,0.00,0.00
15/10/2019,18:20:22,0.00,-0.00
15/10/2019,18:23:22,0.00,0.01
15/10/2019,18:26:22,0.00,0.00
15/10/2019,18:29:22,0.00,0.01
15/10/2019,18:32:22,0.00,0.00
15/10/2019,18:35:22,0.00,0.01
15/10/2019,18:38:21,0.00,0.01
15/10/2019,18:41:21,0.00,0.01
15/10/2019,18:44:21,0.00,0.00
15/10/2019,18:47:21,0.00,-0.01
15/10/2019,18:50:21,0.00,-0.00
15/10/2019,18:53:20,0.00,0.01
15/10/2019,18:56:20,0.00,-0.00
15/10/2019,18:59:20,0.00,0.00
15/10/2019,19:2:20,0.00,0.00
15/10/2019,19:5:20,0.00,0.00
15/10/2019,19:8:19,0.01,0.00
15/10/2019,19:11:19,0.01,0.00
15/10/2019,19:14:19,0.02,0.01
15/10/2019,19:17:19,0.03,0.01
15/10/2019,19:20:19,0.03,0.01
15/10/2019,19:23:19,0.00,0.01
15/10/2019,19:26:18,0.00,0.01
15/10/2019,19:29:18,0.00,-0.01
15/10/2019,19:32:18,0.00,-0.00
15/10/2019,19:35:18,0.00,0.00
15/10/2019,19:38:18,0.00,-0.01
15/10/2019,19:41:17,0.00,-0.00
15/10/2019,19:44:17,0.00,-0.00
15/10/2019,19:47:17,0.01,0.01
15/10/2019,19:50:17,0.00,0.00
15/10/2019,19:53:17,0.00,0.00
15/10/2019,19:56:16,0.00,-0.01
15/10/2019,19:59:16,0.00,0.00
15/10/2019,20:2:16,0.00,0.01
15/10/2019,20:5:16,0.00,0.01
15/10/2019,20:8:16,0.00,-0.00
15/10/2019,20:11:16,0.00,0.00
15/10/2019,20:14:15,0.00,0.01
15/10/2019,20:17:15,0.00,0.01
15/10/2019,20:20:15,0.00,0.00
15/10/2019,20:23:15,0.00,0.00
15/10/2019,20:26:15,0.00,0.00
15/10/2019,20:29:14,0.00,0.00
15/10/2019,20:32:14,0.00,0.01
15/10/2019,20:35:14,0.00,0.00
15/10/2019,20:38:14,0.00,-0.00
15/10/2019,20:41:14,0.00,0.00
15/10/2019,20:44:13,0.00,0.00
15/10/2019,20:47:13,0.00,0.02
15/10/2019,20:50:13,0.00,0.01
15/10/2019,20:53:13,0.00,0.01
15/10/2019,20:56:13,0.00,0.00
15/10/2019,20:59:13,0.01,-0.00
15/10/2019,21:2:12,0.00,-0.00
15/10/2019,21:5:12,0.00,-0.00
15/10/2019,21:8:12,0.00,0.00
15/10/2019,21:11:12,0.00,0.01
15/10/2019,21:14:12,0.00,-0.00
15/10/2019,21:17:11,0.01,-0.00
15/10/2019,21:20:11,0.01,-0.00
15/10/2019,21:23:11,0.01,0.00
15/10/2019,21:26:11,0.01,0.01
15/10/2019,21:29:11,0.01,0.01
15/10/2019,21:32:10,0.01,0.00
15/10/2019,21:35:10,0.01,0.01
15/10/2019,21:38:10,0.00,0.00
15/10/2019,21:41:10,0.00,0.00
15/10/2019,21:44:10,0.00,-0.00
15/10/2019,21:47:10,0.00,0.01
15/10/2019,21:50:9,0.00,0.01
15/10/2019,21:53:9,0.00,0.01
15/10/2019,21:56:9,0.01,0.01
15/10/2019,21:59:9,0.03,0.01
15/10/2019,22:2:9,0.03,-0.00
15/10/2019,22:5:8,0.01,0.00
15/10/2019,22:8:8,0.01,0.00
15/10/2019,22:11:8,0.02,0.01
15/10/2019,22:14:8,0.03,0.00
15/10/2019,22:17:8,0.03,0.01
15/10/2019,22:20:7,0.02,-0.00
15/10/2019,22:23:7,0.04,0.01
15/10/2019,22:26:7,0.04,-0.00
15/10/2019,22:29:7,0.02,0.01
15/10/2019,22:32:7,0.01,-0.00
15/10/2019,22:35:6,0.01,0.01
15/10/2019,22:38:6,0.01,0.01
15/10/2019,22:41:6,0.02,0.00
15/10/2019,22:44:6,0.02,0.00
15/10/2019,22:47:6,0.01,0.01
15/10/2019,22:50:6,0.00,0.01
15/10/2019,22:53:5,0.01,0.01
15/10/2019,22:56:5,0.01,0.01
15/10/2019,22:59:5,0.01,-0.01
15/10/2019,23:2:5,0.00,0.02
15/10/2019,23:5:5,0.00,-0.00
15/10/2019,23:8:4,0.00,0.00
15/10/2019,23:11:4,0.00,0.01
15/10/2019,23:14:4,0.00,-0.00
15/10/2019,23:17:4,0.00,0.02
15/10/2019,23:20:4,0.00,0.01
15/10/2019,23:23:3,0.00,-0.01
15/10/2019,23:26:3,0.00,0.01
15/10/2019,23:29:3,0.00,-0.01
15/10/2019,23:32:3,0.00,0.01
15/10/2019,23:35:3,0.00,0.01
15/10/2019,23:38:3,0.00,0.01
15/10/2019,23:41:2,0.00,0.01
15/10/2019,23:44:2,0.00,0.00
15/10/2019,23:47:2,0.00,0.02
15/10/2019,23:50:2,0.00,-0.00
15/10/2019,23:53:2,0.00,0.00
15/10/2019,23:56:1,0.01,0.00
15/10/2019,23:59:1,0.02,0.01
16/10/2019,0:2:1,0.01,0.00
16/10/2019,0:5:1,0.02,-0.00
16/10/2019,0:8:1,0.02,0.00
16/10/2019,0:11:0,0.04,0.01
16/10/2019,0:14:0,0.03,-0.00
16/10/2019,0:17:0,0.02,-0.00
16/10/2019,0:20:0,0.00,0.00
16/10/2019,0:23:0,0.00,0.01
16/10/2019,0:26:0,0.00,0.00
16/10/2019,0:28:59,0.00,-0.01
16/10/2019,0:31:59,0.00,0.00
16/10/2019,0:34:59,0.00,0.00
16/10/2019,0:37:59,0.00,0.01
16/10/2019,0:40:59,0.00,0.01
16/10/2019,0:43:58,0.00,0.00
16/10/2019,0:46:58,0.00,0.01
16/10/2019,0:49:58,0.00,0.01
16/10/2019,0:52:58,0.00,0.01
16/10/2019,0:55:58,0.00,0.00
16/10/2019,0:58:57,0.00,0.01
16/10/2019,1:1:57,0.00,0.01
16/10/2019,1:4:57,0.00,0.00
16/10/2019,1:7:57,0.00,-0.00
16/10/2019,1:10:57,0.00,0.00
16/10/2019,1:13:56,0.00,0.00
16/10/2019,1:16:56,0.00,0.00
16/10/2019,1:19:56,0.00,0.01
16/10/2019,1:22:56,0.00,-0.00
16/10/2019,1:25:56,0.00,0.00
16/10/2019,1:28:56,0.00,0.00
16/10/2019,1:31:55,0.00,0.00
16/10/2019,1:34:55,0.00,0.01
16/10/2019,1:37:55,0.00,0.00
16/10/2019,1:40:55,0.01,0.00
16/10/2019,1:43:55,0.00,-0.00
16/10/2019,1:46:54,0.00,0.00
16/10/2019,1:49:54,0.00,-0.00
16/10/2019,1:52:54,0.00,0.00
16/10/2019,1:55:54,0.00,0.01
16/10/2019,1:58:54,0.00,0.01
16/10/2019,2:1:53,0.01,0.01
16/10/2019,2:4:53,0.04,0.00
16/10/2019,2:7:53,0.05,0.00
16/10/2019,2:10:53,0.04,-0.01
16/10/2019,2:13:53,0.04,0.00
16/10/2019,2:16:53,0.04,-0.01
16/10/2019,2:19:52,0.02,-0.00
16/10/2019,2:22:52,0.03,0.00
16/10/2019,2:25:52,0.02,0.00
16/10/2019,2:28:52,0.01,0.01
16/10/2019,2:31:52,0.01,0.01
16/10/2019,2:34:51,0.01,-0.00
16/10/2019,2:37:51,0.00,0.00
16/10/2019,2:40:51,0.01,0.00
16/10/2019,2:43:51,0.00,0.01
16/10/2019,2:46:51,0.00,0.01
16/10/2019,2:49:50,0.00,0.00
16/10/2019,2:52:50,0.00,0.01
16/10/2019,2:55:50,0.00,0.01
16/10/2019,2:58:50,0.00,0.00
16/10/2019,3:1:50,0.00,0.01
16/10/2019,3:4:49,0.00,0.00
16/10/2019,3:7:49,0.00,-0.01
16/10/2019,3:10:49,0.01,0.01
16/10/2019,3:13:49,0.03,0.01
16/10/2019,3:16:49,0.04,-0.00
16/10/2019,3:19:49,0.03,-0.00
16/10/2019,3:22:48,0.02,0.00
16/10/2019,3:25:48,0.02,0.00
16/10/2019,3:28:48,0.02,0.01
16/10/2019,3:31:48,0.02,-0.00
16/10/2019,3:34:48,0.01,0.00
16/10/2019,3:37:47,0.01,0.00
16/10/2019,3:40:47,0.00,0.00
16/10/2019,3:43:47,0.01,-0.00
16/10/2019,3:46:47,0.02,-0.00
16/10/2019,3:49:47,0.03,0.01
16/10/2019,3:52:46,0.02,0.01
16/10/2019,3:55:46,0.02,0.01
16/10/2019,3:58:46,0.01,0.00
16/10/2019,4:1:46,0.01,0.01
16/10/2019,4:4:46,0.02,-0.00
16/10/2019,4:7:45,0.04,0.01
16/10/2019,4:10:45,0.03,0.01
16/10/2019,4:13:45,0.02,0.01
16/10/2019,4:16:45,0.02,0.00
16/10/2019,4:19:45,0.02,0.01
16/10/2019,4:22:45,0.03,-0.00
16/10/2019,4:25:44,0.06,0.00
16/10/2019,4:28:44,0.12,0.00
16/10/2019,4:31:44,0.27,0.01
16/10/2019,4:34:44,0.49,0.01
16/10/2019,4:37:44,1.11,0.00
16/10/2019,4:40:43,2.15,0.01
16/10/2019,4:43:43,4.17,0.01
16/10/2019,4:46:43,6.84,0.01
16/10/2019,4:49:43,8.71,0.01
16/10/2019,4:52:43,10.97,0.01
16/10/2019,4:55:42,13.19,0.01
16/10/2019,4:58:42,13.62,0.01
16/10/2019,5:1:42,14.64,0.02
16/10/2019,5:4:42,15.90,0.05
16/10/2019,5:7:42,16.39,0.06
16/10/2019,5:10:41,16.82,0.08
16/10/2019,5:13:41,17.59,0.11
16/10/2019,5:16:41,18.25,0.16
16/10/2019,5:19:41,18.29,0.17
16/10/2019,5:22:41,18.46,0.19
16/10/2019,5:25:41,18.35,0.18
16/10/2019,5:28:40,18.28,0.16
16/10/2019,5:31:40,18.15,0.16
16/10/2019,5:34:40,18.15,0.15
16/10/2019,5:37:40,18.68,0.22
16/10/2019,5:40:40,18.56,0.20
16/10/2019,5:43:39,18.78,0.24
16/10/2019,5:46:39,18.71,0.23
16/10/2019,5:49:39,18.41,0.19
16/10/2019,5:52:39,18.44,0.19
16/10/2019,5:55:39,18.64,0.22
16/10/2019,5:58:38,19.00,0.28
16/10/2019,6:1:38,19.22,0.35
16/10/2019,6:4:38,19.45,0.43
16/10/2019,6:7:38,19.40,0.43
16/10/2019,6:10:38,19.65,0.54
16/10/2019,6:13:37,19.56,0.49
16/10/2019,6:16:37,19.28,0.40
16/10/2019,6:19:37,19.38,0.43
16/10/2019,6:22:37,19.75,0.57
16/10/2019,6:25:37,19.69,0.56
16/10/2019,6:28:37,19.52,0.49
16/10/2019,6:31:36,19.65,0.55
16/10/2019,6:34:36,19.33,0.43
16/10/2019,6:37:36,19.36,0.43
16/10/2019,6:40:36,19.20,0.38
16/10/2019,6:43:36,19.62,0.55
16/10/2019,6:46:35,20.10,0.83
16/10/2019,6:49:35,20.20,0.90
16/10/2019,6:52:35,20.12,0.80
16/10/2019,6:55:35,19.68,0.52
16/10/2019,6:58:35,19.82,0.58
16/10/2019,7:1:34,20.17,0.78
16/10/2019,7:4:34,20.41,0.98
16/10/2019,7:7:34,20.05,0.70
16/10/2019,7:10:34,20.42,0.97
16/10/2019,7:13:34,20.53,1.09
16/10/2019,7:16:33,20.80,1.48
16/10/2019,7:19:33,20.78,1.54
16/10/2019,7:22:33,20.97,1.98
16/10/2019,7:25:33,20.68,1.64
16/10/2019,7:28:33,20.55,1.43
16/10/2019,7:31:33,20.43,1.23
16/10/2019,7:34:32,20.47,1.24
16/10/2019,7:37:32,20.62,1.41
16/10/2019,7:40:32,20.07,0.86
16/10/2019,7:43:32,20.46,1.20
16/10/2019,7:46:32,20.58,1.46
16/10/2019,7:49:31,20.22,1.10
16/10/2019,7:52:31,20.45,1.35
16/10/2019,7:55:31,20.64,1.71
16/10/2019,7:58:31,20.88,2.42
16/10/2019,8:1:31,20.51,1.89
16/10/2019,8:4:30,20.45,1.86
16/10/2019,8:7:30,20.52,2.06
16/10/2019,8:10:30,20.45,2.02
16/10/2019,8:13:30,20.46,2.08
16/10/2019,8:16:30,20.37,1.96
16/10/2019,8:19:29,20.49,2.21
16/10/2019,8:22:29,20.34,1.99
16/10/2019,8:25:29,19.97,1.41
16/10/2019,8:28:29,19.48,0.77
16/10/2019,8:31:29,19.25,0.58
16/10/2019,8:34:29,20.04,1.11
16/10/2019,8:37:28,20.57,1.94
16/10/2019,8:40:28,20.63,2.34
16/10/2019,8:43:28,20.49,2.19
16/10/2019,8:46:28,20.50,2.33
16/10/2019,8:49:28,20.39,2.16
16/10/2019,8:52:27,20.36,2.05
16/10/2019,8:55:27,20.38,2.11
16/10/2019,8:58:27,20.15,1.70
16/10/2019,9:1:27,19.69,1.04
16/10/2019,9:4:27,19.64,0.88
16/10/2019,9:7:26,19.81,0.92
16/10/2019,9:10:26,20.06,1.13
16/10/2019,9:13:26,20.19,1.27
16/10/2019,9:16:26,20.37,1.60
16/10/2019,9:19:26,19.85,0.98
16/10/2019,9:22:26,19.06,0.46
16/10/2019,9:25:25,19.37,0.46
16/10/2019,9:28:25,20.75,1.45
16/10/2019,9:31:25,20.99,1.91
16/10/2019,9:34:25,21.12,2.35
16/10/2019,9:37:25,21.07,2.64
16/10/2019,9:40:24,20.80,2.40
16/10/2019,9:43:24,20.51,1.99
16/10/2019,9:46:24,20.31,1.62
16/10/2019,9:49:24,20.54,1.80
16/10/2019,9:52:24,20.69,2.19
16/10/2019,9:55:23,20.62,2.20
16/10/2019,9:58:23,20.85,3.35
16/10/2019,10:1:23,21.33,7.63
16/10/2019,10:4:23,20.41,5.58
16/10/2019,10:7:23,19.83,-0.01
16/10/2019,10:10:22,20.08,-0.00
16/10/2019,10:13:22,19.74,3.77
16/10/2019,10:16:22,19.45,2.70
16/10/2019,10:19:22,19.13,1.61
16/10/2019,10:22:22,19.04,1.07
16/10/2019,10:25:22,19.46,1.20
16/10/2019,10:28:21,20.36,2.49
16/10/2019,10:31:21,20.53,3.39
16/10/2019,10:34:21,20.70,4.78
16/10/2019,10:37:21,20.25,3.72
16/10/2019,10:40:21,20.28,4.03
16/10/2019,10:43:20,20.23,4.13
16/10/2019,10:46:20,20.04,3.21
16/10/2019,10:49:20,20.17,3.45
16/10/2019,10:52:20,20.43,4.31
16/10/2019,10:55:20,20.67,6.45
16/10/2019,10:58:19,20.26,7.27
16/10/2019,11:1:19,19.51,4.16
16/10/2019,11:4:19,19.32,2.82
16/10/2019,11:7:19,19.24,1.78
16/10/2019,11:10:19,19.23,1.29
16/10/2019,11:13:19,19.66,1.52
16/10/2019,11:16:18,19.97,1.54
16/10/2019,11:19:18,20.38,1.76
16/10/2019,11:22:18,20.83,2.50
16/10/2019,11:25:18,20.96,4.62
16/10/2019,11:28:18,20.08,2.44
16/10/2019,11:31:17,19.86,1.85
16/10/2019,11:34:17,20.06,1.63
16/10/2019,11:37:17,20.20,1.56
16/10/2019,11:40:17,20.56,1.64
16/10/2019,11:43:17,20.82,1.99
16/10/2019,11:46:16,21.16,3.73
16/10/2019,11:49:16,21.40,7.65
16/10/2019,11:52:16,20.84,7.74
16/10/2019,11:55:16,20.34,7.92
16/10/2019,11:58:16,19.92,6.63
16/10/2019,12:1:15,19.59,5.61
16/10/2019,12:4:15,19.51,4.06
16/10/2019,12:7:15,18.81,1.58
16/10/2019,12:10:15,17.92,0.42
16/10/2019,12:13:15,18.56,0.41
16/10/2019,12:16:15,19.56,0.64
16/10/2019,12:19:14,19.81,0.73
16/10/2019,12:22:14,20.28,1.04
16/10/2019,12:25:14,20.58,1.43
16/10/2019,12:28:14,20.76,1.80
16/10/2019,12:31:14,20.94,2.32
16/10/2019,12:34:13,21.39,4.42
16/10/2019,12:37:13,20.91,3.95
16/10/2019,12:40:13,20.35,2.53
16/10/2019,12:43:13,20.24,2.00
16/10/2019,12:46:13,20.19,1.73
16/10/2019,12:49:12,20.36,1.89
16/10/2019,12:52:12,20.32,1.83
16/10/2019,12:55:12,20.45,2.00
16/10/2019,12:58:12,21.53,5.54
16/10/2019,13:1:12,20.60,2.54
16/10/2019,13:4:11,20.41,2.14
16/10/2019,13:7:11,20.27,2.03
16/10/2019,13:10:11,20.22,2.10
16/10/2019,13:13:11,20.14,2.15
16/10/2019,13:16:11,20.31,2.76
16/10/2019,13:19:11,20.40,4.41
16/10/2019,13:22:10,19.18,1.39
16/10/2019,13:25:10,18.97,0.78
16/10/2019,13:28:10,19.63,0.84
16/10/2019,13:31:10,19.92,0.86
16/10/2019,13:34:10,19.96,0.82
16/10/2019,13:37:9,20.00,0.86
16/10/2019,13:40:9,20.08,0.91
16/10/2019,13:43:9,20.23,1.01
16/10/2019,13:46:9,20.24,1.05
16/10/2019,13:49:9,20.15,0.99
16/10/2019,13:52:8,20.17,1.02
16/10/2019,13:55:8,20.10,1.00
16/10/2019,13:58:8,20.00,0.93
16/10/2019,14:1:8,19.92,0.89
16/10/2019,14:4:8,19.51,0.66
